USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT
1231218748104814593,adeyefa_codes,973,Stop posting the rubbish. https://t.co/EhFHKOMoJA https://t.co/d0uveE0jtU,2020-02-22 14:06:39,0.0,0.0,NEGATIVE
1231217873810489344,adeyefa_codes,973,"@26th_edmund @Dev_khris @cjustinobi @agatevureglory @ayolovisgod Two short men arguing, we hate to see this. 🤦🤦",2020-02-22 14:03:10,-0.4,0.6,NEGATIVE
1231175102609444864,adeyefa_codes,973,@dapzthelegend A legend,2020-02-22 11:13:13,0.0,0.0,NEGATIVE
1231142315756072960,Dev_khris,3915,@iamahless @adeyefa_codes @26th_edmund See you. Lol.,2020-02-22 09:02:56,0.8,0.7,POSITIVE
1231136747116998658,iamahless,488,@adeyefa_codes @26th_edmund @Dev_khris For sure 4k live stream,2020-02-22 08:40:48,0.3181818181818182,0.6944444444444444,POSITIVE
1231136639772217346,adeyefa_codes,973,"@26th_edmund @iamahless @Dev_khris Please take a video of the fight, I need to watch some live wrestling.",2020-02-22 08:40:22,0.13636363636363635,0.5,NEUTRAL
1231136159859953666,adeyefa_codes,973,Tackling your child in a game vof football &gt;&gt;&gt; https://t.co/t6EmP8pCXV,2020-02-22 08:38:28,-0.4,0.4,NEGATIVE
1231133411835883520,adeyefa_codes,973,Three times 😭😭😭 https://t.co/TMa4bIlMKO,2020-02-22 08:27:33,0.0,0.0,NEGATIVE
1230955542945959943,adeyefa_codes,973,From user to guest 🤦🤦 https://t.co/hLp60SdhdV,2020-02-21 20:40:46,0.0,0.0,NEGATIVE
1230943660398841856,adeyefa_codes,973,"RT @Chichi_Arinze: Hello guys,
This is to remind you that Autogirl has luxury cars for your rental at the best prices!! Any kind of car you…",2020-02-21 19:53:33,0.8,0.6,POSITIVE
1230833031826616327,adeyefa_codes,973,"Nobody:
Me: https://t.co/VFqBBFPEFl",2020-02-21 12:33:57,0.0,0.0,NEGATIVE
1230829630531231745,adeyefa_codes,973,"Que: When was your last relationship? 
And: Never actually.

If this guy me am I this guy 🤔🤔 https://t.co/aENyOye3sM https://t.co/bdbhDGk1hG",2020-02-21 12:20:26,0.0,0.08333333333333334,NEGATIVE
1230781268356476929,adeyefa_codes,973,Everyone has a plan till they get punched in the face https://t.co/UeJSs1gkxK,2020-02-21 09:08:15,0.0,0.0,NEGATIVE
1230676116840599553,AlyssaM_InfoSec,12332,@adeyefa_codes Because it's a smart candle.,2020-02-21 02:10:25,0.21428571428571427,0.6428571428571429,NEUTRAL
1230671437301768192,adeyefa_codes,973,Why in the Hell will someone want to light up a candle with their smartphone. 🤦🤦 https://t.co/S2gh5hGmZj,2020-02-21 01:51:50,0.4,0.7,POSITIVE
1230600592525025286,im_angiee,1404,"RT @rapulu_: Thank God is not the period i took over from @adeyefa_codes 

I can't imagine adding her in underworld....and she goes 

""So y…",2020-02-20 21:10:19,0.0,0.0,NEGATIVE
1230577162564100096,adeyefa_codes,973,RT @trinisoftinc: I’ll say it again. When you’re with someone you love none of these things matter. Who cooks. Who kneels. Who do this. Or…,2020-02-20 19:37:13,0.5,0.6,POSITIVE
1230575009397198851,adeyefa_codes,973,@Chichi_Arinze Whoever that is https://t.co/xpDclLopp1,2020-02-20 19:28:39,0.0,0.0,NEGATIVE
1230540871948546060,adeyefa_codes,973,"@iamgrandbusta I swear, just imagine the air there. It'll be stuffy AF",2020-02-20 17:13:00,0.0,0.0,NEGATIVE
1230536752445755392,iamgrandbusta,167,"@adeyefa_codes If one virus enter there, it'll affect everyone there....bad",2020-02-20 16:56:38,0.0,0.0,NEGATIVE
1230535504090869760,adeyefa_codes,973,What prison is this. https://t.co/LvzlAcRce2,2020-02-20 16:51:41,0.0,0.0,NEGATIVE
